Час,Flow ID,Протокол,Пакети,Байти,Прогноз,Ймовірність
20:43:36,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:43:36,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:37,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:37,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1011,DDoS,0.9999
20:43:37,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2417,DDoS,0.9999
20:43:37,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:37,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:37,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:43:37,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:38,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:38,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1011,DDoS,0.9999
20:43:38,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2417,DDoS,0.9999
20:43:38,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:38,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:38,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:43:38,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:40,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:40,239.255.255.250:1900-192.168.1.207:51134-17,17,8,1156,DDoS,0.9999
20:43:40,192.168.1.207:51134-192.168.1.1:1900-17,17,8,2764,DDoS,0.9999
20:43:40,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:40,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:40,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:43:40,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:41,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:41,239.255.255.250:1900-192.168.1.207:51134-17,17,8,1156,DDoS,0.9999
20:43:41,192.168.1.207:51134-192.168.1.1:1900-17,17,8,2764,DDoS,0.9999
20:43:41,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:41,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:41,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:41,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:42,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:42,239.255.255.250:1900-192.168.1.207:51134-17,17,8,1156,DDoS,0.9999
20:43:42,192.168.1.207:51134-192.168.1.1:1900-17,17,8,2764,DDoS,0.9999
20:43:42,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:42,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:42,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:42,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:43,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:43,239.255.255.250:1900-192.168.1.207:51134-17,17,9,1301,DDoS,0.9999
20:43:43,192.168.1.207:51134-192.168.1.1:1900-17,17,9,3111,DDoS,0.9999
20:43:43,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:43,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:43,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:43,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:45,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:45,239.255.255.250:1900-192.168.1.207:51134-17,17,9,1301,DDoS,0.9999
20:43:45,192.168.1.207:51134-192.168.1.1:1900-17,17,9,3111,DDoS,0.9999
20:43:45,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:45,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:45,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:45,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:46,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:46,239.255.255.250:1900-192.168.1.207:51134-17,17,10,1446,DDoS,0.9999
20:43:46,192.168.1.207:51134-192.168.1.1:1900-17,17,10,3458,DDoS,0.9999
20:43:46,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:46,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:46,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:46,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:47,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:47,239.255.255.250:1900-192.168.1.207:51134-17,17,10,1446,DDoS,0.9999
20:43:47,192.168.1.207:51134-192.168.1.1:1900-17,17,10,3458,DDoS,0.9999
20:43:47,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:47,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:47,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:47,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:49,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:49,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:49,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:49,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:49,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:49,224.0.0.251:5353-192.168.1.207:5353-17,17,7,434,DDoS,0.9999
20:43:49,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:50,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:50,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:50,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:50,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:50,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:50,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:50,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:51,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:51,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:51,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:51,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:51,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:51,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:51,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:52,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:52,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:52,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:52,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:52,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:52,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:52,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:54,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:54,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:54,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:54,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:54,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:54,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:54,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:55,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:55,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:55,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:55,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:55,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:55,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:55,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:56,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:56,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:56,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:56,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:56,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:56,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:56,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:57,224.0.0.22:0-192.168.1.207:0-2,2,18,296,DDoS,0.9999
20:43:57,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:57,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:57,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:57,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:43:57,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:57,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:58,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:43:58,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:58,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:58,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:58,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:43:58,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:58,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:43:59,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:43:59,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:43:59,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:43:59,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:43:59,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:43:59,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:43:59,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:01,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:01,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:01,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:01,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:44:01,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:01,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:44:01,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:02,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:02,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:02,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:02,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:44:02,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:02,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:44:02,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:03,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:03,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:03,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:03,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:44:03,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:03,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:44:03,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:04,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:04,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:04,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:04,239.255.255.250:3702-192.168.1.207:63803-17,17,16,17456,DDoS,0.9999
20:44:04,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:04,224.0.0.251:5353-192.168.1.207:5353-17,17,8,496,DDoS,0.9999
20:44:04,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:05,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:05,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:05,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:05,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:05,224.0.0.251:5353-192.168.1.207:5353-17,17,9,558,DDoS,0.9999
20:44:05,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:44:06,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:06,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:06,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:06,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:06,224.0.0.251:5353-192.168.1.207:5353-17,17,9,558,DDoS,0.9999
20:44:08,224.0.0.22:0-192.168.1.207:0-2,2,19,312,DDoS,0.9999
20:44:08,239.255.255.250:1900-192.168.1.207:51134-17,17,11,1591,DDoS,0.9999
20:44:08,192.168.1.207:51134-192.168.1.1:1900-17,17,11,3805,DDoS,0.9999
20:44:08,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:44:08,224.0.0.251:5353-192.168.1.207:5353-17,17,9,558,DDoS,0.9999
20:49:19,239.255.255.250:3702-192.168.1.207:63803-17,17,7,7637,DDoS,0.9999
20:49:20,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:20,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:49:21,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:21,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:22,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:22,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:23,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:23,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:24,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:24,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:25,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:25,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:27,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:27,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:28,239.255.255.250:1900-192.168.1.207:51134-17,17,5,723,DDoS,0.9999
20:49:28,192.168.1.207:51134-192.168.1.1:1900-17,17,5,1729,DDoS,0.9999
20:49:28,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:28,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:29,239.255.255.250:1900-192.168.1.207:51134-17,17,5,723,DDoS,0.9999
20:49:29,192.168.1.207:51134-192.168.1.1:1900-17,17,5,1729,DDoS,0.9999
20:49:29,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:29,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:30,239.255.255.250:1900-192.168.1.207:51134-17,17,5,723,DDoS,0.9999
20:49:30,192.168.1.207:51134-192.168.1.1:1900-17,17,5,1729,DDoS,0.9999
20:49:30,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:30,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:31,239.255.255.250:1900-192.168.1.207:51134-17,17,6,868,DDoS,0.9999
20:49:31,192.168.1.207:51134-192.168.1.1:1900-17,17,6,2076,DDoS,0.9999
20:49:31,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:31,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:33,239.255.255.250:1900-192.168.1.207:51134-17,17,6,868,DDoS,0.9999
20:49:33,192.168.1.207:51134-192.168.1.1:1900-17,17,6,2076,DDoS,0.9999
20:49:33,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:33,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:34,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:34,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:34,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:34,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:35,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:35,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:35,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:35,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:35,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:36,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:36,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:36,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:36,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:36,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:37,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:37,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:37,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:37,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:37,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:38,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:38,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:38,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:38,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
